artist_name,genre_summary,genre_mode
Morton Feldman,Classical,Classical
Morton Gould,Classical,Classical
Mos Def,"Alternative,Hip-Hop",Hip-Hop
Mose Allison,"Blues,Jazz",Blues
Moses Sumney,"Folk,R&B",Folk
Moshe Kasher,Comedy,Comedy
Moss Kena,R&B,R&B
Motopony,Alternative,Alternative
Mott The Hoople,Blues,Blues
Motörhead,Alternative,Alternative
Mou Brasil,Jazz,Jazz
Mount Kimbie,"Alternative,R&B",R&B
Mountain,Blues,Blues
Mountain Man,Folk,Folk
Movements,Alternative,Alternative
Mr Eazi,Hip-Hop,Hip-Hop
Mr Twin Sister,Folk,Folk
Mr. Airplane Man,Blues,Blues
Mr. Big,Classical,Classical
Mr. David,Blues,Blues
Mr. Käfer,Jazz,Jazz
Mr. Probz,Hip-Hop,Hip-Hop
Mr. Scruff,Jazz,Jazz
Mr.B The Gentleman Rhymer,Jazz,Jazz
Ms. Jody,Blues,Blues
Ms. Lauryn Hill,"Hip-Hop,R&B",Hip-Hop
Mt. Joy,"Folk,Pop",Folk
Muddy Magnolias,Blues,Blues
Muddy Waters,Blues,Blues
Mudvayne,Alternative,Alternative
Muggsy Spanier,Jazz,Jazz
Mujo,Jazz,Jazz
Mulatto,R&B,R&B
Mulatu Astatke,Jazz,Jazz
Mulgrew Miller,Jazz,Jazz
Mungo Jerry,"Blues,Pop",Blues
Murcof,Jazz,Jazz
Muscadine Bloodline,Pop,Pop
Mushroomhead,Alternative,Alternative
Musiq Soulchild,"Hip-Hop,R&B",R&B
Mustard,Hip-Hop,Hip-Hop
Muzio Clementi,Classical,Classical
My Bloody Valentine,"Alternative,Folk",Folk
My Brothers And I,Folk,Folk
My Chemical Romance,Pop,Pop
My Darkest Days,Alternative,Alternative
My Morning Jacket,"Alternative,Folk",Alternative
Mykola Dmytrovych Leontovych,Classical,Classical
Myles Parrish,Hip-Hop,Hip-Hop
Myq Kaplan,Comedy,Comedy
Myr Ramírez,Comedy,Comedy
Myrath,Classical,Classical
Myron Butler & Levi,R&B,R&B
Mystic Prophecy,Classical,Classical
MØ,Pop,Pop
Mýa,"Hip-Hop,Pop,R&B",R&B
Mœnia,Alternative,Alternative
N'Gou Bagayoko,Blues,Blues
N.E.R.D,"Hip-Hop,Pop",Hip-Hop
N.O.R.E.,Hip-Hop,Hip-Hop
N.W.A.,Hip-Hop,Hip-Hop
NAV,"Hip-Hop,Pop",Hip-Hop
NB Ridaz,Hip-Hop,Hip-Hop
NCT,Pop,Pop
NCT 127,Pop,Pop
NCT DREAM,Pop,Pop
NEEDTOBREATHE,"Alternative,Pop",Alternative
NF,Hip-Hop,Hip-Hop
NGHTMRE,Pop,Pop
NIKI,R&B,R&B
NIve,R&B,R&B
NONONO,Alternative,Alternative
NOTD,Pop,Pop
NSG,Hip-Hop,Hip-Hop
NSTASIA,"Alternative,R&B",R&B
Nacho,Pop,Pop
Nai Palm,"Alternative,Jazz,R&B",R&B
Najee,Jazz,Jazz
Naji,R&B,R&B
Nakala,R&B,R&B
Nancy Sinatra,Folk,Folk
Nancy Wilson,Jazz,Jazz
Nao,"Alternative,R&B",R&B
Nappy Roots,Hip-Hop,Hip-Hop
Nas,"Hip-Hop,Pop",Hip-Hop
Nat Adderley,Jazz,Jazz
Nat King Cole,Jazz,Jazz
Nat King Cole Trio,Jazz,Jazz
Natalia Kills,Pop,Pop
Natalia Lafourcade,Alternative,Alternative
Natalie Cole,Jazz,Jazz
Natalie Dessay,Opera,Opera
Natalie Grant,Alternative,Alternative
Natalie Imbruglia,"Folk,Pop",Folk
Natalie Merchant,Folk,Folk
Natasha Bedingfield,"Folk,Pop,R&B",Folk
Natasha Leggero,Comedy,Comedy
Natasha Mosley,R&B,R&B
Nate Good,Hip-Hop,Hip-Hop
Nate Harasim,Jazz,Jazz
Nate Smith,Jazz,Jazz
Nathalie Stutzmann,Opera,Opera
Nathan East,Jazz,Jazz
Nathan Hawes,Folk,Folk
Nathaniel Rateliff,Folk,Folk
Nathaniel Rateliff & The Night Sweats,Folk,Folk
Native Construct,Jazz,Jazz
Natti Natasha,Pop,Pop
Natural Child,Folk,Folk
Natural Self,Jazz,Jazz
Natureboy Flako,Jazz,Jazz
Naughty Boy,"Pop,R&B",R&B
Naughty By Nature,Hip-Hop,Hip-Hop
Nazareth,Blues,Blues
Nbdy,"Alternative,R&B",Alternative
Ne Obliviscaris,Jazz,Jazz
Ne-Yo,"Pop,R&B",R&B
Neal Schon,Classical,Classical
Ned Rorem,Classical,Classical
Neha Kakkar,Hip-Hop,Hip-Hop
Neil Cowley Trio,Jazz,Jazz
Neil Diamond,"Folk,Pop",Folk
Neil Sedaka,Folk,Folk
Neko Case,Folk,Folk
Nekrogoblikon,Folk,Folk
Nekta,Jazz,Jazz
Nellie Tiger Travis,Blues,Blues
Nelly,"Hip-Hop,Pop,R&B",R&B
Nels Cline,Jazz,Jazz
Nelson Rangell,Jazz,Jazz
Nena,Pop,Pop
Nengo Flow,Hip-Hop,Hip-Hop
Neon Indian,Folk,Folk
NerdOut,Pop,Pop
Neutral Milk Hotel,"Alternative,Folk",Folk
Never Shout Never,Alternative,Alternative
Nevermore,Classical,Classical
New Boyz,"Hip-Hop,Pop",Hip-Hop
New Cool Collective,Jazz,Jazz
New Edition,R&B,R&B
New Found Glory,Pop,Pop
New Medicine,Alternative,Alternative
New Order,Alternative,Alternative
New Politics,Pop,Pop
New York Dolls,Blues,Blues
New York Philharmonic,Classical,Classical
Newsboys,Alternative,Alternative
Next,R&B,R&B
Niall Horan,Pop,Pop
Niccolò Jommelli,Opera,Opera
Niccolò Paganini,Classical,Classical
Nice & Smooth,Hip-Hop,Hip-Hop
Nicholas Cole,Jazz,Jazz
Nicholas Payton,Jazz,Jazz
Nick Colionne,Jazz,Jazz
Nick Di Paolo,Comedy,Comedy
Nick Drake,Folk,Folk
Nick Gravenites,Blues,Blues
Nick Griffin,Comedy,Comedy
Nick Hakim,"Alternative,Jazz,R&B",Jazz
Nick Johnston,Classical,Classical
Nick Jonas,"Pop,R&B",R&B
Nick Moss & The Flip Tops,Blues,Blues
Nick Mulvey,Folk,Folk
Nick Swardson,Comedy,Comedy
Nick Thune,Comedy,Comedy
Nick Wilson,"Folk,Pop",Folk
Nickel Creek,Folk,Folk
Nickelback,"Alternative,Pop",Alternative
Nicki Minaj,Pop,Pop
Nicki Parrott,Jazz,Jazz
Nickodemus,Jazz,Jazz
Nicky Jam,"Hip-Hop,Pop",Hip-Hop
Nico & Vinz,Pop,Pop
Nico Muhly,Classical,Classical
Nicola Porpora,Opera,Opera
Nicola Vaccai,Opera,Opera
Nicolai Ghiaurov,Opera,Opera
Nicole Bus,Pop,Pop
Nicole C. Mullen,Alternative,Alternative
Nicole Scherzinger,R&B,R&B
Nicotine,Alternative,Alternative
Nicotine's Famous Honey,R&B,R&B
Night Lovell,Hip-Hop,Hip-Hop
Night Riots,Alternative,Alternative
Nightmares On Wax,Jazz,Jazz
Niia,R&B,R&B
Nikolai Kapustin,Classical,Classical
Nikolai Medtner,Classical,Classical
Nikolai Rimsky-Korsakov,Classical,Classical
Nikolaus Harnoncourt,Classical,Classical
Nils,Jazz,Jazz
Nils Frahm,Pop,Pop
Nils Janson,Jazz,Jazz
Nils Landgren,Jazz,Jazz
Nils Landgren Funk Unit,Jazz,Jazz
Nilüfer Yanya,Alternative,Alternative
Nina Nesbitt,Pop,Pop
Nina Simone,"Blues,Jazz",Blues
Nina Sky,Pop,Pop
Nine Inch Nails,Alternative,Alternative
Nine Lashes,Alternative,Alternative
Ninho,Hip-Hop,Hip-Hop
Nio Garcia,Hip-Hop,Hip-Hop
Nipsey Hussle,"Hip-Hop,Pop",Hip-Hop
Nirvana,Alternative,Alternative
Nite Flyte,Jazz,Jazz
Nivea,"Hip-Hop,Pop,R&B",R&B
Nivhek,Folk,Folk
Niykee Heaton,"Pop,R&B",R&B
Njomza,"Alternative,R&B",R&B
Nnenna Freelon,Jazz,Jazz
No Doubt,Pop,Pop
No Resolve,Alternative,Alternative
No Sin In Eden,Folk,Folk
Noah And The Whale,Folk,Folk
Noah Cyrus,Pop,Pop
Noah Gundersen,"Alternative,Folk",Folk
Noah Kahan,Pop,Pop
Noah Slee,"Alternative,R&B",R&B
Nobunny,Blues,Blues
Nobuo Uematsu,Classical,Classical
Nobuyuki Tsujii,Classical,Classical
Nocturnal Rites,Classical,Classical
Noel Torres,Hip-Hop,Hip-Hop
Noname,"Alternative,Hip-Hop,R&B",R&B
Nonpoint,Alternative,Alternative
Norah Jones,"Folk,Jazz,Pop",Jazz
Noriel,Hip-Hop,Hip-Hop
Norm MacDonald,Comedy,Comedy
Norman Blake,Folk,Folk
Norman Brown,Jazz,Jazz
Norman Perry,R&B,R&B
Normani,R&B,R&B
North Mississippi Allstars,Blues,Blues
Northern Kings,Classical,Classical
Nostalgia 77,Jazz,Jazz
Nothing But Thieves,Alternative,Alternative
Nothing More,Alternative,Alternative
Notifi,R&B,R&B
Nouvelle Vague,Jazz,Jazz
Novo Amor,"Folk,Pop",Folk
Nubiyan Twist,Jazz,Jazz
Nubya Garcia,Jazz,Jazz
Nujabes,Jazz,Jazz
NxWorries,Hip-Hop,Hip-Hop
Nyck Caution,Hip-Hop,Hip-Hop
O Rappa,Alternative,Alternative
O.C.,"Alternative,Jazz",Alternative
O.T. Genasis,"Hip-Hop,Pop",Hip-Hop
ODIE,"Alternative,R&B",R&B
OJ Son,Jazz,Jazz
OK Go,"Alternative,Pop",Alternative
OMI,Pop,Pop
OSHUN,"Alternative,R&B",R&B
Obie Trice,Hip-Hop,Hip-Hop
Octavian,"Alternative,Hip-Hop,R&B",Alternative
Odd Chap,Jazz,Jazz
Odd Future,Hip-Hop,Hip-Hop
Oddfish,Jazz,Jazz
Oddisee,"Alternative,Hip-Hop",Alternative
Odetta,"Blues,Folk",Blues
Odunsi (The Engine),R&B,R&B
Of Monsters and Men,"Folk,Pop",Folk
Off With Their Heads,Folk,Folk
Offset,"Hip-Hop,Pop",Hip-Hop
Oh So Quiet,Folk,Folk
Oh Wonder,Pop,Pop
Ohio Players,Jazz,Jazz
Okay Kaya,R&B,R&B
Okkervil River,Folk,Folk
Ol' Burger Beats,Jazz,Jazz
Ol' Dirty Bastard,"Alternative,Hip-Hop",Hip-Hop
Ola Gjeilo,Classical,Classical
Old Crow Medicine Show,"Alternative,Folk",Folk
Old Sea Brigade,"Folk,Pop",Folk
Oli Brown,Blues,Blues
Oli Silk,Jazz,Jazz
Oliver Davis,Classical,Classical
Oliver Francis,Hip-Hop,Hip-Hop
Oliver Riot,Pop,Pop
Oliver Tree,"Alternative,Hip-Hop",Hip-Hop
Olivia Escuyos,R&B,R&B
Olivia Holt,Pop,Pop
Olivia O'Brien,"Pop,R&B",R&B
Olivier Messiaen,Classical,Classical
Ollie,Hip-Hop,Hip-Hop
Olly Murs,Pop,Pop
Omar Apollo,"Alternative,Pop,R&B",Alternative
Omar Cunningham,Blues,Blues
Omar LinX,Pop,Pop
Omar Ruiz,Pop,Pop
Omara Portuondo,Jazz,Jazz
Omarion,"Hip-Hop,Pop,R&B",R&B
Omaure,Jazz,Jazz
Omni,Folk,Folk
One Day As A Lion,Alternative,Alternative
One Direction,Pop,Pop
OneRepublic,Pop,Pop
Onra,Hip-Hop,Hip-Hop
Ookay,Pop,Pop
Operation Ivy,Folk,Folk
Opeth,Alternative,Alternative
"Orchestra Del Teatro Alla Scala, Milano",Opera,Opera
Orchestra Del Teatro Dell'Opera Di Roma,Opera,Opera
Orden Ogan,Classical,Classical
Organized Konfusion,Jazz,Jazz
Orgy,Alternative,Alternative
Orion Sun,Alternative,Alternative
Orishas,Alternative,Alternative
Orleans,Folk,Folk
Ornette Coleman,Jazz,Jazz
Orny Adams,Comedy,Comedy
Orsten,Jazz,Jazz
Os Paralamas Do Sucesso,Alternative,Alternative
Oscar D'León,Jazz,Jazz
Oscar Jerome,Jazz,Jazz
Oscar Peterson,Jazz,Jazz
Oscar Peterson Trio,Jazz,Jazz
Oshea,R&B,R&B
Oskar Merikanto,Classical,Classical
Osvaldo Pugliese,Classical,Classical
Otesla,Jazz,Jazz
Otherwise,Alternative,Alternative
Otis Clay,Blues,Blues
Otis Junior,Jazz,Jazz
Otis Redding,Blues,Blues
Otis Rush,Blues,Blues
Otis Spann,"Blues,Jazz",Blues
Otis Taylor,Blues,Blues
Ottorino Respighi,Classical,Classical
OuiOui,R&B,R&B
Our Lady Peace,Alternative,Alternative
Our Last Night,Pop,Pop
OutKast,"Hip-Hop,Pop",Hip-Hop
Ovan,R&B,R&B
Overscene,Alternative,Alternative
Owen Campbell,Blues,Blues
Owl City,Pop,Pop
P!nk,Pop,Pop
P.O.D.,Alternative,Alternative
PARTYNEXTDOOR,"Hip-Hop,Pop,R&B",R&B
PENOMECO,R&B,R&B
PENTAGON,Pop,Pop
PHILDEL,Alternative,Alternative
PJ Harvey,Folk,Folk
PJ Morton,R&B,R&B
PLAZA,R&B,R&B
PLT,R&B,R&B
PLVTINUM,Pop,Pop
PNAU,Alternative,Alternative
PREP,"Alternative,R&B",R&B
PRETTYMUCH,Pop,Pop
PRISTIN V,Pop,Pop
PRO ERA,Hip-Hop,Hip-Hop
PRhyme,Alternative,Alternative
Pablo Araiza,Comedy,Comedy
Pablo Casals,Classical,Classical
Pablo Francisco,Comedy,Comedy
Palaye Royale,Alternative,Alternative
Pancho Barraza,Pop,Pop
Panda Bear,Folk,Folk
Panic! At The Disco,Pop,Pop
Panteon Rococo,Alternative,Alternative
Pantera,Alternative,Alternative
Paolo Fresu,Jazz,Jazz
Paolo Nutini,Folk,Folk
Papa Charlie Jackson,Blues,Blues
Papa Roach,"Alternative,Pop",Alternative
Papercut Massacre,Alternative,Alternative
Papik,Jazz,Jazz
Parachute,Pop,Pop
Paramore,Pop,Pop
Paris,Hip-Hop,Hip-Hop
Parisalexa,R&B,R&B
Parker Millsap,Blues,Blues
Parkway Drive,Alternative,Alternative
Parov Stelar,Jazz,Jazz
Parquet Courts,"Alternative,Folk",Folk
Pascal Rogé,Classical,Classical
Passenger,Pop,Pop
Passion,Alternative,Alternative
Passion Pit,"Alternative,Folk,Pop",Folk
Pastor Troy,Hip-Hop,Hip-Hop
Pat Benatar,Pop,Pop
Pat Coil,Jazz,Jazz
Pat Metheny,Jazz,Jazz
Pat Metheny Group,Jazz,Jazz
Pat The Bunny,Folk,Folk
Pat Travers,Blues,Blues
Pat Van Dyke,Jazz,Jazz
Patrice O'Neal,Comedy,Comedy
Patrick Bradley,Jazz,Jazz
Patrick Paige II,"Alternative,R&B",Alternative
Patrick Sweany,Blues,Blues
Patrick Watson,Folk,Folk
Patti Austin,Jazz,Jazz
Patti Drew,Blues,Blues
Patti LaBelle,R&B,R&B
Patti Page,Jazz,Jazz
Patti Smith,Folk,Folk
Patton Oswalt,Comedy,Comedy
Patty Griffin,"Alternative,Folk",Folk
Paul Baribeau,Folk,Folk
Paul Brown,Jazz,Jazz
Paul Davis,Folk,Folk
Paul Desmond,Jazz,Jazz
Paul F. Tompkins,Comedy,Comedy
Paul Gilbert,Classical,Classical
Paul Hardcastle,Jazz,Jazz
Paul Hindemith,Classical,Classical
"Paul Jackson, Jr.",Jazz,Jazz
Paul McCartney,Folk,Folk
Paul Mealor,Classical,Classical
Paul Mooney,Comedy,Comedy
Paul Rodgers,Blues,Blues
Paul Simon,Folk,Folk
Paul Taylor,Jazz,Jazz
Paul Wall,Hip-Hop,Hip-Hop
Paula Cole,"Folk,Pop",Folk
Paula DeAnda,R&B,R&B
Paula Poundstone,Comedy,Comedy
Paulo Londra,Hip-Hop,Hip-Hop
Paulus Schäfer,Jazz,Jazz
Pav Dharia,Hip-Hop,Hip-Hop
Pavement,"Alternative,Folk",Folk
Peabo Bryson,R&B,R&B
Peach Tree Rascals,"Alternative,R&B",Alternative
Pearl Django,Jazz,Jazz
Pearl Jam,"Alternative,Pop",Alternative
Pedro Conga,Jazz,Jazz
Peewee Longway,Hip-Hop,Hip-Hop
Peggy Lee,Jazz,Jazz
Peggy Scott-Adams,Blues,Blues
Penny and Sparrow,"Folk,Pop",Folk
People Under The Stairs,"Alternative,Hip-Hop,Jazz",Jazz
Per Nørgård,Classical,Classical
Percy Grainger,Classical,Classical
Perfume Genius,"Folk,Pop",Folk
Perry Como,Jazz,Jazz
Pet Shop Boys,Pop,Pop
Pete Holmes,Comedy,Comedy
Pete Josef,Jazz,Jazz
Pete Molinari,Blues,Blues
Pete Rock,"Alternative,Hip-Hop,Jazz",Jazz
Pete Rock & C.L. Smooth,"Alternative,Jazz",Alternative
Pete Seeger,Folk,Folk
Pete Townshend,Folk,Folk
Pete Yorn,Folk,Folk
Peter And Gordon,Blues,Blues
Peter Appleyard,Jazz,Jazz
Peter Bjorn and John,"Alternative,Folk,Pop",Alternative
Peter Boyer,Classical,Classical
Peter Bradley Adams,Folk,Folk
Peter Broderick,Pop,Pop
Peter Frampton,"Blues,Folk",Blues
Peter Green,Blues,Blues
Peter Maxwell Davies,Classical,Classical
Peter Schickele,Classical,Classical
Peter Schmalfuss,Classical,Classical
Peter Schreier,Opera,Opera
Peter Sellers,Comedy,Comedy
Peter White,Jazz,Jazz
Peter Wiegold,Classical,Classical
"Peter, Paul and Mary",Folk,Folk
Petey Pablo,Pop,Pop
Petula Clark,Folk,Folk
Phantogram,"Alternative,Pop",Alternative
Pharoah Sanders,Jazz,Jazz
Pharoahe Monch,Alternative,Alternative
Pharrell Williams,Pop,Pop
Phil Ochs,Folk,Folk
Phil Perry,Jazz,Jazz
Phil Wickham,Alternative,Alternative
Phil Woods,Jazz,Jazz
Philadelphia Orchestra,Classical,Classical
Philharmonia Orchestra,"Classical,Opera",Opera
Philip Glass,Classical,Classical
Philip Sayce,Blues,Blues
Philippe Jaroussky,Opera,Opera
Phillip Larue,Folk,Folk
Phillip Phillips,"Folk,Pop",Folk
"Phillips, Craig & Dean",Alternative,Alternative
Phineas Newborn Jr.,Jazz,Jazz
Phish,Blues,Blues
Phlake,R&B,R&B
Phoebe Bridgers,"Folk,Pop",Folk
Phoebe Ryan,Pop,Pop
Phoebe Snow,"Blues,Folk",Blues
Phoenix,Alternative,Alternative
Phoniks,Jazz,Jazz
Phonte,Alternative,Alternative
Phony Ppl,"Alternative,Hip-Hop,R&B",Alternative
Phora,Hip-Hop,Hip-Hop
Phosphorescent,"Alternative,Folk",Folk
Phyllis Hyman,Jazz,Jazz
Pia Mia,"Pop,R&B",R&B
Picture This,Folk,Folk
Pieces Of A Dream,Jazz,Jazz
Pierce The Veil,Pop,Pop
Piero Cappuccilli,Opera,Opera
Pietro Domenico Paradisi,Opera,Opera
Pietro Mascagni,"Classical,Opera",Opera
Pigeondust,Jazz,Jazz
Pinchas Zukerman,Classical,Classical
Pinegrove,"Alternative,Folk",Folk
Pink Martini,Jazz,Jazz
Pink Sweat$,"Pop,R&B",R&B
Pip Millett,R&B,R&B
Pisk,Jazz,Jazz
Piso 21,Pop,Pop
Pitbull,"Hip-Hop,Pop",Hip-Hop
Pivot Gang,Alternative,Alternative
Pixies,"Alternative,Pop",Alternative
Pi’erre Bourne,Hip-Hop,Hip-Hop
Placebo,Alternative,Alternative
Planetshakers,Alternative,Alternative
Playboi Carti,"Hip-Hop,Pop",Hip-Hop
Pleasure P,"Pop,R&B",R&B
Plested,"Folk,Pop",Folk
Plies,"Hip-Hop,R&B",R&B
Plini,Jazz,Jazz
Plumb,Alternative,Alternative
Plácido Domingo,Opera,Opera
PnB Rock,"Hip-Hop,Pop",Hip-Hop
Poco,Folk,Folk
Polo & Pan,Pop,Pop
Polo Polo,Comedy,Comedy
Pomegranate Tiger,Jazz,Jazz
Poncho Sanchez,Jazz,Jazz
Pond,Folk,Folk
Poo Bear,"Pop,R&B",R&B
Poolside,Alternative,Alternative
Pop Evil,Alternative,Alternative
Popa Chubby,Blues,Blues
Poppy,Pop,Pop
Porno for Pyros,Alternative,Alternative
Port Cities,Folk,Folk
Portico Quartet,Jazz,Jazz
Portugal. The Man,Pop,Pop
Post Malone,Pop,Pop
Potatohead People,Jazz,Jazz
Pouya,Hip-Hop,Hip-Hop
Powerman 5000,Alternative,Alternative
Powers Pleasant,Hip-Hop,Hip-Hop
Precious Bryant,Blues,Blues
Preme,"Hip-Hop,Pop",Hip-Hop
Pretenders,"Folk,Pop",Folk
Pretty Ricky,"Hip-Hop,Pop,R&B",Hip-Hop
Pretty Vicious,Alternative,Alternative
Pretty Yende,Opera,Opera
Prides,Folk,Folk
Primal Fear,Classical,Classical
Primal Scream,Alternative,Alternative
Primus,Alternative,Alternative
Prince Daddy & the Hyena,Alternative,Alternative
Prince Royce,Pop,Pop
Princess Nokia,"Hip-Hop,R&B",R&B
Procol Harum,Blues,Blues
Professor Longhair,Blues,Blues
Proleter,Jazz,Jazz
Promoting Sounds,Hip-Hop,Hip-Hop
Prophets Of Rage,"Alternative,Hip-Hop",Alternative
Public Enemy,Hip-Hop,Hip-Hop
Puddle Of Mudd,"Alternative,Pop",Alternative
Puerto Rican Power,Jazz,Jazz
Puma Blue,R&B,R&B
Punch Brothers,Folk,Folk
Pure Prairie League,Folk,Folk
Purple Mountains,Alternative,Alternative
Puscifer,Alternative,Alternative
Pusha T,"Hip-Hop,Pop",Hip-Hop
Pyeng Threadgill,Blues,Blues
Pyotr Ilyich Tchaikovsky,Classical,Classical
Pérez Prado,Jazz,Jazz
Q-Tip,"Alternative,Hip-Hop",Hip-Hop
QUIN,R&B,R&B
Quaker City Night Hawks,Blues,Blues
Quality Control,"Hip-Hop,Pop",Hip-Hop
Quantic,Jazz,Jazz
Quasimode,Jazz,Jazz
Quasimoto,Alternative,Alternative
Quavo,"Hip-Hop,Pop",Hip-Hop
Queen Naija,"Pop,R&B",R&B
Queens of the Stone Age,"Blues,Alternative",Blues
Queensrÿche,Classical,Classical
Quicksilver Messenger Service,Blues,Blues
Quiet Arrows,"Folk,Pop",Folk
Quincy,R&B,R&B
Quincy Jones,Jazz,Jazz
Quinn XCII,Pop,Pop
Quintette du Hot Club de France,Jazz,Jazz
R+R=NOW,Jazz,Jazz
R.E.M.,"Alternative,Pop",Alternative
R.K.M & Ken-Y,Hip-Hop,Hip-Hop
R.L. Burnside,Blues,Blues
R.LUM.R,"Alternative,R&B",Alternative
R3HAB,Pop,Pop
RAC,Alternative,Alternative
RAIGN,Alternative,Alternative
RAY BLK,R&B,R&B
RAYE,R&B,R&B
RC & The Gritz,R&B,R&B
REASON,Hip-Hop,Hip-Hop
REO Speedwagon,Folk,Folk
RIMON,R&B,R&B
RINI,"Alternative,R&B",Alternative
RJD2,"Hip-Hop,Jazz",Jazz
RKCB,"Alternative,Pop,R&B",R&B
ROLE MODEL,R&B,R&B
ROMderful,Alternative,Alternative
ROSALÍA,R&B,R&B
ROZES,Pop,Pop
RY X,"Folk,Pop",Folk
Ra,Alternative,Alternative
Ra Ra Riot,"Alternative,Folk,Pop",Folk
Raaf Hekkema,Classical,Classical
Racer X,Classical,Classical
Rachael Yamagata,Folk,Folk
Rachel Feinstein,Comedy,Comedy
Rachel Platten,Pop,Pop
Rachelle Ferrell,Jazz,Jazz
Rachelle Spring,Jazz,Jazz
Rad Museum,R&B,R&B
Radiant Children,R&B,R&B
Radiator Hospital,Folk,Folk
Radical Face,Folk,Folk
Radio Birdman,Blues,Blues
Radio Moscow,Blues,Blues
Radiohead,Alternative,Alternative
Rae Sremmurd,"Hip-Hop,Pop",Hip-Hop
RaeLynn,Pop,Pop
Raekwon,"Alternative,Hip-Hop",Hip-Hop
Rafael Anton Irisarri,Jazz,Jazz
Rafferty,Alternative,Alternative
Raffi,Folk,Folk
Ragan Whiteside,Jazz,Jazz
Rage Against The Machine,"Alternative,Hip-Hop",Alternative
Raheem DeVaughn,"Pop,R&B",R&B
Rainbow Kitten Surprise,"Folk,Pop",Folk
Rains,Alternative,Alternative
Rakesh Chaurasia,Classical,Classical
Rakim,Hip-Hop,Hip-Hop
Raleigh Ritchie,R&B,R&B
Ralph McTell,Folk,Folk
Ralph Myerz and the Herren Band,Jazz,Jazz
Ralph Vaughan Williams,Classical,Classical
Ralphie May,Comedy,Comedy
Ramirez,Hip-Hop,Hip-Hop
Rammstein,Alternative,Alternative
Ramsey Lewis,Jazz,Jazz
Ramshackle Glory,Folk,Folk
Ramz,Hip-Hop,Hip-Hop
Ramón Vargas,Opera,Opera
Randy Crawford,Jazz,Jazz
Raphael Saadiq,"Hip-Hop,R&B",Hip-Hop
Rapsody,"Alternative,Hip-Hop,R&B",Alternative
Rare Earth,Blues,Blues
Rascal Flatts,Pop,Pop
Raspberries,Pop,Pop
Rasta,Folk,Folk
Ratatat,Alternative,Alternative
Rationale,"Folk,R&B",Folk
Raveena,"Alternative,R&B",Alternative
Ravi Shankar,Classical,Classical
Ravyn Lenae,"Alternative,R&B",R&B
Rawayana,Alternative,Alternative
Ray Barretto,Jazz,Jazz
Ray Bonneville,Blues,Blues
Ray Bryant,Jazz,Jazz
Ray Charles,"Blues,Jazz",Blues
Ray J,"Hip-Hop,Pop,R&B",R&B
Ray LaMontagne,"Folk,Pop",Folk
Rayana Jay,"Alternative,R&B",R&B
Rayland Baxter,"Folk,Pop",Folk
Real Estate,Folk,Folk
Real Friends,Alternative,Alternative
"Real Orquesta Sinfónica de Sevilla, Spanish Folklore",Classical,Classical
Reatards,Blues,Blues
Rebirth Brass Band,Jazz,Jazz
Red,Alternative,Alternative
Red City Radio,Folk,Folk
Red Fang,Alternative,Alternative
Red Garland,Jazz,Jazz
Red Hot Chili Peppers,Alternative,Alternative
Red Velvet,Pop,Pop
Redd Foxx,Comedy,Comedy
Redlight King,Alternative,Alternative
Reggie P,Blues,Blues
Regina Spektor,"Folk,Pop",Folk
Regino Sainz De La Maza,Classical,Classical
Regulo Caro,Pop,Pop
Reigning Sound,Blues,Blues
Reignwolf,"Blues,Alternative",Blues
Reik,Pop,Pop
Rejjie Snow,"Alternative,Hip-Hop,R&B",R&B
Relient K,"Alternative,Pop",Alternative
Relja,Folk,Folk
Rels B,R&B,R&B
Remmy Valenzuela,Pop,Pop
Remo Anzovino,Jazz,Jazz
Remo Drive,Alternative,Alternative
Remulak,Jazz,Jazz
Remy Ma,R&B,R&B
Renata Scotto,Opera,Opera
Renata Tebaldi,"Classical,Opera",Opera
Rence,R&B,R&B
Rend Collective,Alternative,Alternative
Renee Olstead,Jazz,Jazz
René Jacobs,Opera,Opera
Renée Fleming,"Classical,Opera",Opera
Reo Cragun,Hip-Hop,Hip-Hop
Republican Hair,Alternative,Alternative
Residente,Hip-Hop,Hip-Hop
Return To Forever,Jazz,Jazz
Reuben And The Dark,Folk,Folk
Rev Theory,Alternative,Alternative
Reva DeVito,R&B,R&B
Revocation,Jazz,Jazz
Revol,Hip-Hop,Hip-Hop
Revolver Cannabis,Pop,Pop
Rex Orange County,"Pop,R&B",Pop
Rexx Life Raj,"Hip-Hop,R&B",R&B
Reykon,"Hip-Hop,Pop",Hip-Hop
Rhapsody,Classical,Classical
Rhapsody Of Fire,Classical,Classical
Rhye,Folk,Folk
Rhys Lewis,Folk,Folk
Ricad Hutapea,Jazz,Jazz
Ricardo Arjona,Pop,Pop
Ricardo Pérez,Comedy,Comedy
Ricardo Ray,Jazz,Jazz
Riccardo Broschi,Opera,Opera
Riccardo Muti,Opera,Opera
Rich Boy,Hip-Hop,Hip-Hop
Rich Brian,Hip-Hop,Hip-Hop
Rich Gang,"Hip-Hop,Pop",Hip-Hop
Rich Homie Quan,"Hip-Hop,Pop",Hip-Hop
Rich The Kid,"Hip-Hop,Pop",Hip-Hop
Richard Danielpour,Classical,Classical
Richard Elliot,Jazz,Jazz
Richard Elliott,Jazz,Jazz
Richard Hell,Blues,Blues
Richard Heuberger,Opera,Opera
