artist_name,genre_summary
Sierra Maestra,Jazz 1
Sigala,Pop 1
Sigrid,Pop 3
Sigur Rós,Folk 2
Sigurbodi,Folk 1
Sik-K,R&B 10
Silk,"Hip-Hop 1, Pop 1, R&B 2"
Silk City,Pop 1
Silvana Estrada,Jazz 2
Silver Jews,Folk 1
Silverchair,Alternative 5
Silversun Pickups,Alternative 6
Silvio Rodríguez,Alternative 1
Simon & Garfunkel,"Folk 24, Pop 3"
Simon Dominic,R&B 2
Simone Kermes,Opera 1
Simple Minds,Pop 1
Simple Plan,Pop 2
Sin Shake Sin,Alternative 1
Sinbad,Comedy 29
SinceWhen,Hip-Hop 2
Sinead Harnett,"Alternative 2, Pop 1, R&B 7"
Sinitus Tempo,Jazz 1
Sinne Eeg,Jazz 1
Sinéad O'Connor,Folk 2
Siouxsie and the Banshees,Alternative 2
Sir Charles Jones,Blues 17
Sir Mix-A-Lot,Hip-Hop 2
Sir Sly,Alternative 5
Sisqo,Pop 1
Sister Rosetta Tharpe,Blues 4
Sithu Aye,Jazz 4
Siv Jakobsen,Folk 1
Six Organs Of Admittance,Folk 1
Sixx:A.M.,Alternative 2
Skalpel,Jazz 2
Skee-Lo,Hip-Hop 1
Skepta,Hip-Hop 2
Ski Mask The Slump God,Hip-Hop 21
Skillet,Alternative 21
Skindred,Alternative 1
Skinny Living,Folk 1
Skinshape,Jazz 13
Skip James,Blues 1
Skitz Kraven,Hip-Hop 1
Skizzy Mars,"Hip-Hop 3, Pop 2"
Skylar Grey,Pop 2
Slade,Blues 1
"Slaughter Beach, Dog",Alternative 1
Slave,Jazz 3
Slayer,Alternative 5
Sleater-Kinney,Alternative 1
Sledding With Tigers,Folk 1
Sleeping At Last,"Folk 26, Pop 2"
Sleeping With Sirens,Pop 2
Sleeping Wolf,Alternative 1
Sleigh Bells,Folk 1
Slick Rick,"Alternative 1, Hip-Hop 1"
Slim Harpo,Blues 1
Slim Thug,Hip-Hop 1
Slim.,Jazz 2
Slipknot,Alternative 24
Slowy,Jazz 1
Slum Village,"Alternative 4, Hip-Hop 1"
Slushii,Pop 2
Sly & The Family Stone,"Folk 2, Pop 1"
Sly5thAve,Jazz 2
Small Black,Alternative 1
Small Faces,Blues 1
Smash Into Pieces,Alternative 2
Smash Mouth,"Alternative 3, Pop 1"
Smif-N-Wessun,"Alternative 2, Hip-Hop 1"
Smile Empty Soul,Alternative 4
Smino,"Alternative 12, Hip-Hop 12, Pop 2, R&B 23"
Smith & Thell,Pop 1
Smoke Dza,"Alternative 1, Hip-Hop 1"
Smokepurpp,"Hip-Hop 19, Pop 1"
Smokey Joe & The Kid,Jazz 1
Smokie Norful,R&B 2
Smooky MarGielaa,Hip-Hop 2
Smooth Dinner Jazz,Jazz 2
Smooth Jazz New York,Jazz 9
Smrtdeath,Hip-Hop 1
Snail Mail,Folk 6
Snakehips,Pop 4
Snares,Jazz 1
Snarky Puppy,Jazz 14
Snoh Aalegra,"Alternative 7, R&B 5"
Snooks Eaglin,Blues 3
Snooky Pryor,Blues 1
Snoop Dogg,"Hip-Hop 7, Pop 2"
Snorri Hallgrímsson,Classical 1
Snow Patrol,Pop 1
Snowy White,Blues 1
So Loki,Hip-Hop 1
SoMo,"Pop 4, R&B 14"
Soap&Skin,Folk 1
Soccer Mommy,Folk 4
Social Club Misfits,Hip-Hop 3
Social House,Pop 1
Soda Stereo,Alternative 5
Soen,Jazz 8
Sofia Karlberg,Pop 3
Soft Cell,Pop 1
Sola Rosa,Jazz 1
Solange,"Alternative 7, Pop 8, R&B 21"
Soledad Brothers,Blues 1
Solomon Burke,"Blues 8, Jazz 1"
Son House,Blues 3
Son Lux,Hip-Hop 1
Son Volt,Folk 1
SonReal,Hip-Hop 2
Sonata Arctica,Classical 5
Sonder,"Alternative 1, R&B 4"
Sonic Youth,"Alternative 2, Blues 8"
Sonny & Cher,Pop 1
Sonny & The Sunsets,Folk 1
Sonny Boy Williamson I,Blues 1
Sonny Boy Williamson II,Blues 4
Sonny Clark,Jazz 1
Sonny Criss,Jazz 1
Sonny Landreth,Blues 3
Sonny Rollins,Jazz 5
Sonny Sharrock,Jazz 1
Sonora Ponceña,Jazz 3
Sons Of Apollo,Classical 1
Sons Of Kemet,Jazz 3
Sons Of The East,Folk 2
Sonta,"Pop 1, R&B 2"
Sophie Milman,Jazz 2
Sophiya,R&B 1
Sorority Noise,Alternative 1
Soul Asylum,"Alternative 2, Pop 1"
Soul Ballet,Jazz 2
Soul Coughing,Alternative 1
Soul For Real,"Pop 1, R&B 2"
SoulChef,Jazz 1
Souleance,Jazz 1
Soulive,Jazz 5
Soulja Boy,"Hip-Hop 3, Pop 4"
Souls Of Mischief,"Alternative 1, Hip-Hop 1, Jazz 2"
Souly Had,"Alternative 5, R&B 6"
Soundgarden,Alternative 9
South Park Mexican,Hip-Hop 7
South of Royal,Alternative 1
Southern Avenue,Blues 4
Spandau Ballet,Pop 1
Speaker Knockerz,Hip-Hop 5
Speedometer,Jazz 2
Spencer.,R&B 2
Spice Girls,Pop 2
Spiderbait,Alternative 1
Spillage Village,Hip-Hop 1
Spin Doctors,Alternative 1
Spirit,Blues 2
Spiritualized,Folk 1
Sponge,Alternative 1
Spooky Black,"Alternative 1, R&B 2"
Spooky Tooth,Blues 1
Spoon,"Alternative 5, Folk 6, Pop 1"
Spyro Gyra,Jazz 3
St Germain,Jazz 4
St. Beauty,R&B 1
St. Lucia,"Alternative 1, Pop 1"
St. Vincent,"Folk 13, Pop 1"
Stacey Kent,Jazz 7
Staind,Alternative 4
Stan Forebee,Jazz 2
Stan Getz,Jazz 29
Stan Mosley,Blues 1
Stan Rogers,Folk 1
Stanley Clarke,Jazz 1
Stanley Turrentine,Jazz 3
Star Cast,"Pop 1, R&B 24"
Stars,Folk 2
Starset,Alternative 5
Static-X,Alternative 3
Statik Selektah,"Alternative 2, Hip-Hop 2"
Status Quo,Blues 2
Steamhammer,Blues 1
Steel Mill,Blues 1
Steely Dan,"Blues 29, Folk 17"
Steeve Laffont,Jazz 1
Steffie Beltt,Blues 1
Stefflon Don,"Hip-Hop 1, R&B 1"
Stellar Revival,Alternative 1
Stephen Kummer,Jazz 1
Stephen Lynch,Comedy 40
Stephen Paulus,Classical 1
Stephen Stills,"Blues 2, Folk 2"
Steppenwolf,Blues 4
Stereolab,"Alternative 1, Folk 1"
Stereoside,Alternative 1
Stetsasonic,Jazz 1
Steve Aoki,Pop 5
Steve Byrne,Comedy 25
Steve Cole,Jazz 4
Steve Earle,Folk 4
Steve Forbert,Alternative 1
Steve Goodman,Folk 1
Steve Harvey,Comedy 25
Steve Hofstetter,Comedy 26
Steve Howell,Blues 1
Steve Lacy,"Alternative 6, Hip-Hop 2, R&B 2"
Steve Martin,Comedy 26
Steve Miller Band,"Blues 26, Folk 6"
Steve Reich,Classical 4
Steve Tyrell,Jazz 5
Steve Vai,Classical 5
Steve Winwood,Pop 1
Steven Malcolm,Hip-Hop 1
Steven Wright,Comedy 12
Stevie Ray Vaughan,Blues 35
Stevie Stone,Hip-Hop 1
Stewart Francis,Comedy 1
Still Woozy,"Alternative 7, Pop 2, R&B 2"
Stitched Up Heart,Alternative 1
Stitches,Hip-Hop 1
Stjepan Hauser,Classical 1
Stone Sour,Alternative 10
Stone Temple Pilots,"Alternative 10, Pop 3"
Story Of The Year,"Alternative 2, Pop 1"
Strange Fruit Project,Jazz 1
Stratovarius,Classical 5
Streetwize,Jazz 1
Stromae,Pop 2
Studio Killers,R&B 4
Sturgill Simpson,Alternative 16
Stuttgart Piano Trio,Classical 1
Stwo,"Alternative 3, R&B 3"
Styles P,Hip-Hop 1
Styx,Folk 3
Stéphane Grappelli,Jazz 1
Stéphane Kerecki Quartet,Jazz 1
Submersed,Alternative 2
Submotion Orchestra,Jazz 1
Sudan Archives,"Alternative 1, Jazz 2"
Sue Foley,Blues 1
Suff Daddy,Jazz 1
Sufjan Stevens,"Folk 26, Pop 2"
Sugababes,R&B 1
Sugar Candy Mountain,Folk 1
Sugar Ray,"Alternative 3, Pop 2"
Suicide,Blues 1
Sultan Khan,Classical 1
Sum 41,"Alternative 10, Pop 1"
Sumi Jo,Opera 2
Summer Walker,"Alternative 4, Pop 1, R&B 2"
Summerella,R&B 3
Summers Sons,Jazz 2
Sun Kil Moon,Folk 2
Sun Ra,Jazz 5
Sundara Karma,Folk 3
Sunni Colon,"Alternative 1, R&B 1"
Sunny Day Service,Jazz 1
Supergrass,Pop 1
Supersuckers,Blues 2
Supertramp,Folk 2
Supreme Beings of Leisure,Jazz 1
Surfaces,R&B 9
Susan Tedeschi,Blues 12
Susan Wong,Jazz 1
Susannah McCorkle,Jazz 3
Susie Arioli,Jazz 1
Susso,Jazz 2
Sviatoslav Richter,Classical 2
Swans,Jazz 1
Swarvy,Jazz 3
Sweeps,Jazz 2
Sweet,Blues 6
Swing De Gitanes,Jazz 2
Swing Republic,Jazz 3
Swingrowers,Jazz 3
Switchfoot,Alternative 2
Swizz Beatz,"Hip-Hop 2, R&B 3"
Swoope,Hip-Hop 1
Sy Ari Da Kid,R&B 2
Syd,"Alternative 2, Hip-Hop 1, R&B 3"
Syd Barrett,Folk 1
Sydney Renae,R&B 6
Sylo Nozra,R&B 1
Sylvan Esso,"Folk 10, Pop 1"
Sylvan LaCue,Hip-Hop 2
Sylvester Weaver,Blues 1
Symphony X,Classical 4
System Of A Down,Alternative 19
T Bird and the Breaks,Blues 1
T-Bone Walker,"Blues 1, Jazz 2"
T-Pain,"Hip-Hop 12, Pop 12, R&B 18"
T-Wayne,Pop 1
T. Rex,"Blues 17, Folk 1"
T.I.,"Hip-Hop 13, Pop 3"
T.J. Miller,Comedy 4
T.K. Soul,Blues 8
TAEMIN,Pop 1
TAEYANG,R&B 6
TENDER,Alternative 1
TGT,R&B 1
THE ORAL CIGARETTES,Pop 1
THEMXXNLIGHT,R&B 1
THEY.,"Alternative 5, Hip-Hop 3, Pop 2, R&B 11"
TK Kravitz,"Hip-Hop 3, Pop 2, R&B 1"
TK N Cash,Hip-Hop 2
TLC,"Hip-Hop 4, Pop 1, R&B 2"
TOBi,Hip-Hop 1
TOPS,Alternative 2
TQ,R&B 1
TRACES,R&B 2
TRI4TH,Jazz 2
TV On The Radio,"Alternative 5, Folk 3"
TWENTY88,"Alternative 1, Pop 1, R&B 1"
TWICE,Pop 6
TXS,R&B 1
TYuS,R&B 3
Ta-ku,"Alternative 2, R&B 2"
Tab Benoit,Blues 15
Tadd Dameron,Jazz 1
Tahta Menezes,Jazz 1
Taio Cruz,Pop 1
Taj Mahal,"Blues 20, Folk 3, Jazz 2"
Takashi Yoshimatsu,Classical 1
Takeoff,"Hip-Hop 3, Pop 3"
Taking Back Sunday,Pop 2
Takuya Kuroda,"Jazz 2, R&B 1"
Tal Farlow,Jazz 1
Talib Kweli,Hip-Hop 2
Talking Heads,Folk 15
Tall Black Guy,"Hip-Hop 1, Jazz 2, R&B 1"
Tall Heights,"Folk 2, Pop 2"
Talos,Folk 1
Tamar Braxton,"Pop 1, R&B 7"
Tamia,"Pop 1, R&B 7"
Tammy Pescatelli,Comedy 1
Tammy Rivera,R&B 1
Tampa Red,Blues 1
Tan Dun,Classical 8
Tana Mongeau,Pop 2
Tank,"Pop 2, R&B 15"
Tantric,Alternative 1
Tape Five,Jazz 4
Taproot,Alternative 1
Taryn Spilmann,Jazz 1
Taste,Blues 1
Tate McRae,Pop 1
Tay-K,Hip-Hop 5
Tayla Parx,Alternative 3
Taylor Diaz,R&B 1
Taylor McFerrin,"Jazz 2, R&B 1"
Taylor Swift,Pop 29
TeaMarrr,"Alternative 1, R&B 1"
Tech N9ne,"Hip-Hop 24, Pop 3"
Tech N9ne Collabos,Pop 1
Ted Hawkins,"Blues 6, Folk 1"
Ted Nugent,Blues 11
Tedashii,Hip-Hop 6
Teddy Pendergrass,R&B 3
Teddy Robb,Pop 2
Teddybears,Alternative 1
Tedeschi Trucks Band,"Blues 26, Folk 9"
Tee Grizzley,"Hip-Hop 20, Pop 5"
Teedra Moses,"Alternative 1, R&B 1"
Teena Marie,R&B 1
Teenage Wrist,Alternative 1
Teeth Of The Sea,Jazz 1
Tegan and Sara,Folk 3
Tego Calderon,Hip-Hop 1
Tei Shi,R&B 2
Television,"Alternative 1, Blues 7, Folk 1"
Temple Of The Dog,Alternative 5
Ten Years After,"Blues 6, Folk 1"
Tenacious D,"Alternative 4, Comedy 18"
Tennis,Folk 5
Tenth Avenue North,Alternative 8
Terence Blanchard,Jazz 1
Teresa Berganza,Opera 2
Terrace Martin,Jazz 1
Terrace Martin Presents The Pollyseeds,R&B 1
Terror Jr,Pop 1
Terror Reid,Hip-Hop 1
Terror Squad,Hip-Hop 1
Terry Riley,Classical 4
Terry Wright,Blues 1
TesseracT,Jazz 16
Tevin Campbell,R&B 5
Teyana Taylor,"Alternative 6, Pop 2, R&B 8"
Thalía,Pop 1
Thama,R&B 1
The 13th Floor Elevators,Folk 1
The 1975,"Alternative 21, Pop 10"
The 49ers,Jazz 1
The 5th Dimension,Folk 4
The Action,Blues 1
The Afters,Alternative 3
The Alchemist,"Alternative 1, Hip-Hop 1"
The Algorithm,Jazz 1
The All-American Rejects,Pop 2
The Allman Brothers Band,"Blues 31, Folk 8"
The Almighty Defenders,Blues 2
The American Breed,Folk 1
The Andrews Sisters,Jazz 2
The Animals,"Blues 6, Folk 2"
The Antlers,Folk 2
The Arcadian Wild,Pop 1
The Archies,Folk 1
The Arcs,Blues 6
The Aristocrats,Classical 2
The Association,Folk 4
The Atomic Bitchwax,Blues 1
The Avalanches,Alternative 1
The Avett Brothers,"Alternative 11, Folk 30, Pop 3"
The Bahama Soul Club,Jazz 1
The Ballroom Thieves,Folk 4
The Bamboos,Jazz 3
The Band,"Blues 23, Folk 4"
The Band CAMINO,Folk 6
The Band Of Heathens,Alternative 1
The Bar-Kays,Jazz 2
The Barr Brothers,"Folk 6, Pop 1"
The Beach Boys,"Folk 14, Pop 3"
The Belmonts,Blues 1
The Beta Band,Alternative 1
The Big Bopper,Blues 1
The Black Angels,Blues 19
The Black Crowes,"Alternative 2, Blues 7"
The Black Eyed Peas,Pop 3
The Black Ghosts,Alternative 1
The Black Keys,"Alternative 28, Blues 46"
The Black Market Trust,Jazz 1
The Blackbyrds,Jazz 2
The Blackwater Fever,Blues 3
The Bloody Beetroots,Alternative 1
The Blue Stones,"Alternative 1, Blues 6"
The Blues Brothers,Blues 12
The Bobbettes,Blues 1
The Bones of J.R. Jones,Blues 4
The Bonfyre,R&B 1
The Boswell Sisters,Jazz 1
The Bouncing Souls,Folk 4
The Brand New Heavies,Jazz 4
The Bravery,Alternative 1
The Breeders,Alternative 1
The Brew,Blues 1
The Brian Jonestown Massacre,Alternative 1
The Brothers Four,Folk 1
The Brothers Johnson,Jazz 1
The Budos Band,Jazz 12
The Byrds,"Blues 14, Folk 6"
The Cab,Pop 3
The Cadillacs,Blues 1
The California Honeydrops,Blues 22
The Cancel,Jazz 3
The Cardigans,"Folk 1, Pop 1"
The Cars,Folk 4
The Carters,"Pop 4, R&B 5"
The Cat Empire,Jazz 7
The Cave Singers,Folk 1
The Chainsmokers,Pop 13
The Chantels,Blues 2
The Charleston Chasers,Jazz 1
The Chemical Brothers,Alternative 3
The Chiffons,Blues 2
The Cinematic Orchestra,Jazz 1
The Civil Wars,"Folk 14, Pop 1"
The Clancy Brothers,Folk 2
The Cleftones,Blues 1
The Clientele,Folk 1
The Clovers,Blues 2
The Coasters,Blues 3
The Cold Stares,Blues 4
The Comet Is Coming,Jazz 2
The Contortionist,Jazz 7
The Cooltrane Quartet,Jazz 1
The Correspondents,Jazz 1
The Corrs,Pop 1
The Cramps,Blues 13
The Cranberries,Pop 2
The Crests,Blues 2
The Crusaders,Jazz 5
The Cult,Alternative 3
The Cyrkle,Folk 1
The Dave Brubeck Quartet,Jazz 3
The Dead Milkmen,"Alternative 2, Folk 1"
The Dead Weather,"Alternative 1, Blues 15"
The Decemberists,"Alternative 3, Folk 9"
The Deep Dark Woods,Folk 1
The Del McCoury Band,Folk 1
The Del-Vikings,Blues 2
The Dells,Blues 1
The Delmonas,Blues 1
The Delta Saints,Blues 3
The Derek Trucks Band,Blues 13
The Devil and the Almighty Blues,Blues 2
The Dictators,Blues 1
The Dillinger Escape Plan,Jazz 4
The Dining Rooms,Jazz 1
The Diplomats,Hip-Hop 1
The Dirtbombs,Blues 1
The Dodos,Folk 1
The Doobie Brothers,"Blues 21, Folk 6"
The Dovells,Blues 1
The Downtown Fiction,Alternative 1
The Dramatics,Jazz 2
The Dresden Dolls,Folk 1
The Drifters,"Blues 6, Folk 4"
The Driver Era,Alternative 4
The Drums,Alternative 1
The Dubliners,Folk 1
The Dubs,Blues 4
The Duprees,Blues 1
The Dynamics,Jazz 2
The Earls,Blues 1
The East Pointers,Folk 1
The Edgar Winter Group,Blues 1
The El Dorados,Blues 1
The Electric Flag,Blues 1
The Electric Prunes,Folk 1
The Electric Swing Circus,Jazz 2
The Elegants,Blues 1
The Elgins,Blues 1
The Emotions,Jazz 2
The Everly Brothers,"Folk 3, Pop 1"
The Exies,Alternative 1
The Fabulous Thunderbirds,Blues 2
The Fall,Blues 2
The Feelies,Blues 2
The Felice Brothers,Folk 1
The Filthy Six,Jazz 1
The Five Keys,Blues 1
The Five Satins,Blues 2
The Flaming Lips,"Alternative 2, Folk 7"
The Flamingos,Blues 1
The Flatliners,Folk 2
The Fleetwoods,Blues 2
The Flying Burrito Brothers,Folk 1
The Flying Eyes,Blues 1
The Foundations,"Folk 3, Pop 1"
The Fratellis,Alternative 1
The Fray,Pop 2
The Front Bottoms,Alternative 15
The Fumes,Blues 1
The Game,Hip-Hop 13
The Georgia Satellites,Blues 2
The Go,Blues 1
The Goo Goo Dolls,"Alternative 9, Pop 2"
The Gories,Blues 1
The Grass Roots,Folk 6
The Greenhornes,Blues 2
The Gregg Allman Band,Blues 2
The Gregory Brothers,Pop 1
The Groundhogs,Blues 2
The Guess Who,"Blues 9, Folk 6"
The Guy Who Sings Your Name Over and Over,Comedy 1
The Harptones,Blues 1
The Head and the Heart,"Folk 19, Pop 4"
The Heartbeats,Blues 1
The Heavy,Blues 14
The Herbaliser,Jazz 1
The Hics,R&B 1
The High Kings,Folk 3
The Hilliard Ensemble,Classical 1
The Him,Pop 1
The Hollies,Folk 4
The Hotelier,Alternative 1
The Hunches,Blues 1
The Hunna,Folk 3
The Impressions,Blues 7
The Ink Spots,Jazz 5
The Internet,"Alternative 9, Hip-Hop 8, R&B 12"
The Intruders,Blues 2
The Irish Rovers,Folk 1
The J. Geils Band,"Blues 5, Folk 1, Pop 1"
The James Hunter Six,Blues 2
The Japanese House,"Folk 13, R&B 12"
The Jayhawks,"Alternative 1, Folk 1"
The Jazz Jousters,Jazz 1
The Jeff Healey Band,Blues 6
The Jerky Boys,Comedy 36
The Jon Spencer Blues Explosion,Blues 1
The Jones Girls,Jazz 3
The Juju Orchestra,Jazz 1
The Kills,"Alternative 1, Blues 13"
The King Khan & BBQ Show,Blues 4
The Kingston Trio,Folk 1
The Kinks,Folk 5
The Knack,Pop 1
The Knife,Alternative 1
The Knocks,Alternative 3
The Latin Brothers,Jazz 2
The Lawrence Arms,Folk 1
The Left Banke,Folk 1
The Lemon Pipers,Folk 1
The Lemonheads,Alternative 2
The Lone Bellow,Folk 1
The Los Angeles Jazz Ensemble,Jazz 1
The Louisiana Blues Brothas,Blues 2
The Love Doctor,Blues 2
The Lovin' Spoonful,"Folk 2, Pop 1"
The Lumineers,"Folk 11, Pop 9"
The Magnetic Fields,"Alternative 1, Folk 2"
The Magpie Salute,Blues 1
The Main Ingredient,Jazz 3
The Mamas & The Papas,"Folk 2, Pop 1"
The Man Who,Alternative 2
The Manhattan Transfer,Jazz 1
The Marcels,Blues 2
The Marcus King Band,Blues 14
The Mars Volta,Alternative 1
The Marshall Tucker Band,"Blues 9, Folk 4"
The Marvelettes,Blues 7
The Marías,"Pop 2, R&B 6"
The Mayries,Pop 6
The Menzingers,"Alternative 2, Folk 3"
The Meters,Jazz 7
The Microphones,Folk 5
The Mighty Mighty Bosstones,Pop 1
The Milk Carton Kids,Folk 3
The Mills Brothers,Jazz 1
The Miracles,Blues 4
The Modern Jazz Quartet,Jazz 3
The Modern Lovers,"Alternative 1, Blues 7, Folk 3"
The Moldy Peaches,Folk 1
The Monkees,"Folk 4, Pop 1"
The Monotones,Blues 1
The Monty Alexander Trio,Jazz 1
The Moody Blues,Folk 1
The Mooney Suzuki,Blues 2
The Mountain Goats,Folk 7
The Muggs,Blues 1
The Naked And Famous,"Alternative 2, Pop 1"
The National,"Folk 26, Pop 2"
The Neighbourhood,"Alternative 27, Pop 7"
The Nerves,Blues 1
The Neville Brothers,Blues 4
The New Birth,Jazz 1
The New Pornographers,Folk 1
The Notorious B.I.G.,"Hip-Hop 17, Pop 2"
The O'My's,"Alternative 2, R&B 1"
The O'Reillys and the Paddyhats,Folk 1
The Obsessives,Alternative 1
"The Odd Man Who Sings About Poop, Puke and Pee",Comedy 3
The Offspring,Alternative 5
The Oh Hellos,Folk 8
The Originals,Blues 3
The Orlons,Blues 1
The Osborne Brothers,Folk 1
The Outlaws,"Blues 1, Folk 2"
The Ozark Mountain Daredevils,Folk 1
The Pale White,Alternative 1
The Paper Kites,Folk 14
The Parlor Mob,Blues 7
The Paul Butterfield Blues Band,Blues 2
The Penguins,Blues 6
The Phantoms,Alternative 2
The Pharcyde,"Alternative 2, Hip-Hop 4, Jazz 10"
The Picturebooks,Blues 2
The Platters,"Blues 6, Folk 2, Jazz 6"
The Pogues,Folk 3
The Postal Service,Folk 6
The Presidents Of The United States Of America,Alternative 1
The Pretty Reckless,Pop 1
The Proclaimers,Pop 1
The Procussions,Jazz 1
The Pussycat Dolls,"Pop 3, R&B 2"
The Quintet of the Hot Club of San Francisco,Jazz 1
The RH Factor,Jazz 2
The Raconteurs,"Alternative 11, Blues 19"
The Ready Set,Pop 1
The Record Company,Blues 12
The Red Army Choir,Folk 1
The Red Jumpsuit Apparatus,Pop 2
The Replacements,"Alternative 2, Folk 3"
The Reverend Peyton's Big Damn Band,Blues 4
The Revivalists,Alternative 11
The Righteous Brothers,Folk 2
The Rippingtons,Jazz 7
The Robert Cray Band,Blues 2
The Ronettes,Pop 1
The Roots,"Alternative 2, Hip-Hop 3"
The Rose,Pop 1
The Royal Concept,Alternative 1
The Sax Pack,Jazz 4
The Score,Alternative 12
The Script,Pop 3
The Seeds,Blues 2
The Sheepdogs,Blues 5
The Shins,"Alternative 5, Folk 17"
The Shirelles,Blues 4
The Shouting Matches,Blues 2
The Sideshow Tragedy,Blues 1
The Silhouettes,Blues 1
The Singing Animal Lover,Comedy 2
The Skatalites,Jazz 1
The Sklar Brothers,Comedy 5
The Smashing Pumpkins,"Alternative 13, Pop 4"
The Sonics,Blues 3
The Souljazz Orchestra,Jazz 1
The Spaniels,Blues 1
The Spencer Davis Group,Blues 3
The Spits,Blues 3
The Staple Singers,Jazz 1
The Staves,Folk 3
The Steepwater Band,Blues 2
The Stills-Young Band,Folk 1
The Stone Foxes,Blues 1
The Stooges,"Blues 14, Folk 1"
The Story So Far,Alternative 18
The Strokes,Alternative 20
The Strumbellas,Folk 3
The Sugarcubes,Alternative 1
The Sugarhill Gang,Hip-Hop 1
The Supremes,Folk 2
The Swallows,Blues 1
The Sweeplings,Folk 1
The Swell Season,Folk 1
The Tallest Man On Earth,Folk 7
The Tallis Scholars,Classical 5
The Taxpayers,Folk 2
The Temper Trap,"Alternative 3, Pop 1"
The Temperance Movement,Blues 2
The Temptations,Pop 1
The Ting Tings,Alternative 1
The Toilet Bowl Cleaners,Comedy 15
The Tokens,Pop 1
The Turbans,Blues 1
The Turtles,"Folk 2, Pop 1"
The Ugly Kings,Blues 1
The Underachievers,Hip-Hop 4
The Union Underground,Alternative 1
The Unlikely Candidates,Alternative 5
The Vamps,Pop 2
The Vaughan Brothers,Blues 1
The Veer Union,Alternative 3
The Veils,Alternative 1
The Velvet Underground,"Alternative 2, Folk 5"
The Verve,"Alternative 1, Pop 1"
The Vines,Blues 3
The Voidz,Alternative 5
The Wailin' Jennys,Folk 4
The Walkmen,Folk 2
The Wallflowers,Alternative 3
The Wanted,Pop 1
The Wanton Bishops,Blues 2
The War On Drugs,Folk 6
The Weakerthans,Folk 1
The Weeknd,"Pop 29, R&B 34"
The Weepies,Folk 2
The Whispers,Jazz 5
The White Stripes,"Alternative 6, Blues 52"
The Whitest Boy Alive,Alternative 1
The Who,"Blues 26, Folk 6"
The Wild Reeds,Folk 3
The Wonder Years,Alternative 8
The Wood Brothers,"Blues 33, Folk 11"
The Woodlands,Folk 2
The Yardbirds,"Blues 8, Folk 1"
The Yawpers,Blues 2
The Zombies,"Folk 4, Pop 1"
The xx,Pop 4
The-Dream,"Hip-Hop 2, Pop 2, R&B 12"
Thee Oh Sees,Blues 14
Thelonious Monk,Jazz 19
Thelonious Monk Quartet,Jazz 1
Them,"Blues 2, Folk 1"
Them Crooked Vultures,"Alternative 6, Blues 4"
Theo Croker,Jazz 1
Theocracy,Classical 1
Theodis Ealey,Blues 2
Theon Cross,Jazz 2
Theophilus London,Alternative 2
Theory of a Deadman,Alternative 13
Therion,Classical 1
Thievery Corporation,Jazz 43
Thin Lizzy,Blues 11
Third Day,Alternative 5
Third Eye Blind,"Alternative 10, Pop 2"
Thirdstory,R&B 3
Thirty Seconds To Mars,Pop 3
Thomas Adès,Classical 2
Thomas Blug,Classical 1
Thomas Giles,Jazz 2
Thomas Hampson,Opera 2
Thomas Quasthoff,Opera 6
Thomas Tallis,Classical 1
Thorbjørn Risager,Blues 1
Thousand Foot Krutch,Alternative 10
Thouxanbanfauni,Hip-Hop 3
Three 6 Mafia,Hip-Hop 3
Three Days Grace,"Alternative 29, Pop 5"
Three Dog Night,"Blues 10, Folk 2"
Thrice,Alternative 4
Throw The Fight,Alternative 2
Thug Life,Hip-Hop 2
Thundercat,Hip-Hop 2
Thunderstone,Classical 1
Thurston Harris,Blues 1
Thutmose,Hip-Hop 2
Tia Ray,Jazz 4
Tierra Whack,"Alternative 12, R&B 6"
Tiffany Gouché,R&B 1
Tig Notaro,Comedy 15
Tigers Jaw,Alternative 2
Tigran Hamasyan,Jazz 1
Tim Atlas,R&B 2
Tim Bowman,Jazz 2
Tim Buckley,Folk 1
Tim Hughes,Alternative 1
Tim Wilson,Comedy 20
Timbaland,"Hip-Hop 3, R&B 5"
Timber Timbre,Folk 2
Timeless Miracle,Classical 1
Tina Brooks,Jazz 2
Tina Turner,Pop 1
Tinariwen,Blues 8
Tinashe,"Pop 3, R&B 10"
Tinie Tempah,Pop 1
Tink,R&B 8
Tinsley Ellis,Blues 1
Tiny Moving Parts,Alternative 2
Tiny Ruins,Folk 2
Tion Phipps,R&B 2
Tirzah,"Folk 1, R&B 1"
Title Fight,Alternative 1
"Tito ""El Bambino""",Hip-Hop 2
Tito Gomez,Jazz 2
Tito Nieves,Jazz 7
Tito Puente,Jazz 2
Tito Rojas,Jazz 5
Tiësto,Pop 5
Toad The Wet Sprocket,Alternative 5
Toadies,Alternative 1
Tobi Lou,"Hip-Hop 3, R&B 6"
Toby Love,Hip-Hop 2
TobyMac,"Alternative 10, Hip-Hop 5"
Toco,Jazz 1
Todd Barry,Comedy 50
Todd Glass,Comedy 15
Todd Rundgren,Folk 2
Token,Hip-Hop 5
Tokyo Jetz,R&B 2
Told Slant,Folk 2
Tom Browne,Jazz 2
Tom Cotter,Comedy 4
Tom Grennan,Folk 2
Tom MacDonald,Hip-Hop 5
Tom Misch,R&B 18
Tom Morello,Alternative 2
Tom Odell,Folk 7
Tom Papa,Comedy 30
Tom Petty,"Folk 6, Pop 2"
Tom Petty and the Heartbreakers,Folk 18
